icao,"name",lat,lon,runways,ils,elev_ft_AMSL
0AZ9,"[h] Air Commerce Center",33.61670833,-111.92014445,0,0,1440
0B0,"[h] Saline Memorial Hospital",34.57398138,-92.58293889,0,0,430
0C9,"[h] Coach & Paddock",40.63815666,-74.97572528,0,0,320
0CA2,"[h] V A Med Ctr West L.a.",34.04889833,-118.45563501,0,0,250
0CA7,"[h] R I Seal Beach Helistop B80",33.75696138,-118.08756389,0,0,158
0CD3,"[h] Branchs",40.34803638,-104.52829112,0,0,4635
0CL2,"[h] Parking Lot",32.59394416,-117.08475056,0,0,0
0CL4,"[h] Glen Fed",34.15722916,-118.25451917,0,0,770
0CL5,"[h] The Atrium",33.67057555,-117.85755612,0,0,46
0CL7,"[h] Good Samritan",34.05445611,-118.26507473,0,0,473
0CL9,"[h] Sce San Jacinto Valley Service Center",33.74113138,-117.15114334,0,0,1482
0CO0,"[h] Longmont United Hospital",40.17887361,-105.12553917,0,0,5047
0CO4,"[h] Geo-seis Helicopters",40.58553777,-105.03969889,0,0,4935
0CT0,"[h] Sharon Hospital",41.88120416,-73.48095639,0,0,640
0CT1,"[h] Bristol-myers Squibb Company",41.48481972,-72.75620834,0,0,350
0CT2,"[h] Windham Hospital",41.71704305,-72.22591167,0,0,330
0CT3,"[h] N B G H",41.66162694,-72.78787528,0,0,431
0CT4,"[h] Burke",41.50620805,-72.93982584,0,0,400
0CT5,"[h] St Francis Hospital",41.77454416,-72.69898223,0,0,184
0CT6,"[h] Middletown",41.59676555,-72.70453917,0,0,113
0CT7,"[h] Bridgeport Hospital",41.18842999,-73.16622195,0,0,80
0CT8,"[h] Danbury Hospital",41.40555555,-73.44472223,0,0,510
0CT9,"[h] Hartford Hospital",41.75454444,-72.67870389,0,0,211
0D3,"[h] Van Buren County Memorial Hospital",35.57591083,-92.45349112,0,0,700
0F1,"[h] Community Hospital Of De Queen",34.04733555,-94.35492834,0,0,400
0F5,"[h] Dallas County Hospital",33.81121611,-92.42570834,0,0,300
0FD1,"[h] Paradise Market",30.21409083,-85.87215639,0,0,20
0FD2,"[h] Pro Player Stadium",25.95981444,-80.23699278,0,0,8
0FD4,"[h] Due Process Stables",29.36136138,-82.20815195,0,0,100
0FD5,"[h] Wallace 1",27.27393722,-82.50481889,0,0,20
0G1,"[h] Huntsville Memorial Hospital",36.09396472,-93.74241417,0,0,1495
0G9,"[h] Magnolia Hospital",33.27318333,-93.23988945,0,0,310
0GA5,"[h] Big Canoe",34.45481388,-84.28908639,0,0,1475
0H5,"[h] Hscmh",34.35759277,-92.78850056,0,0,350
0H6,"[h] Woodruff County Hospital & Nursing Hom",35.25619777,-91.22095834,0,0,200
0H9,"[h] Edw A Utlaut Meml",38.90449055,-89.40146834,0,0,585
0I0,"[h] Pennsville",39.57312694,-81.8549975,0,0,990
0I1,"[h] Hueston Woods Lodge",39.58282944,-84.7627325,0,0,920
0IA0,"[h] Knoxville Area Community Hospital",41.31694111,-93.09603695,0,0,927
0IA1,"[h] St Anthony Regional Hospital",42.05831833,-94.86831917,0,0,1300
0IA2,"[h] Audubon County Memorial Hospital",41.71554194,-94.93859806,0,0,1320
0IA4,"[h] Ips",42.49443861,-96.40808473,0,0,1180
0IA7,"[h] Cromwell",41.03887722,-94.46690667,0,0,1300
0IA9,"[h] Army Reserve",40.83337027,-91.30015084,0,0,725
0IL0,"[h] Hamilton Memorial",38.08671444,-88.53893945,0,0,440
0IL1,"[h] Loyola University Medical Center",41.86086472,-87.83644806,0,0,623
0IL5,"[h] City Of Pontiac",40.87642194,-88.60700501,0,0,630
0IL6,"[h] Kishwaukee Comm Health",41.96308416,-88.71730917,0,0,852
0IN7,"[h] Roto-whirl Holiday",39.92254,-86.22610195,0,0,875
0IN8,"[h] Roto-whirl Vantage",39.83726333,-86.11859723,0,0,726
0IS0,"[h] Franciscan",41.48194972,-90.56985806,0,0,650
0IS1,"[h] Matsushita Electric Corp Of America",41.92919722,-87.86200639,0,0,640
0IS2,"[h] Evanston Glenbrook",42.09308305,-87.85256584,0,0,678
0IS7,"[h] St Mary Hospital Emergency",39.9492125,-91.40709473,0,0,650
0IS8,"[h] Blessing Hospital",39.93643472,-91.39903889,0,0,650
0IS9,"[h] Bernardin",41.70836527,-89.20286973,0,0,830
0J1,"[h] Newport Hospital & Clinic",35.60869055,-91.25484973,0,0,237
0J3,"[h] Jrmc",34.18759805,-92.01791806,0,0,227
0KY2,"[h] Mgt Station 2105",37.50555555,-86.83750001,0,0,540
0KY3,"[h] Tennessee Gas",38.56138888,-83.95277778,0,0,10
0KY6,"[h] Tennessee Gas",38.26833333,-82.57750001,0,0,560
0KY9,"[h] Pine Mountain Aero",37.11361111,-82.80361112,0,0,1300
0L6,"[h] Winn Parish Medical Center",31.92321888,-92.64570445,0,0,140
0LA0,"[h] West Hackberry",30.00854583,-93.40015612,0,0,10
0LA5,"[h] Conoco Inc",29.258005,-89.96368251,0,0,3
0LA6,"[h] Freeport Sulphur",29.25856027,-89.95923806,0,0,3
0LA7,"[h] Exxon",29.25578277,-89.96757167,0,0,6
0LA8,"[h] Jackson Parish Hospital",32.25166666,-92.71277778,0,0,183
0LA9,"[h] Telephone Company",29.92909416,-90.39730362,0,0,4
0LL7,"[h] Hospital",41.65003,-88.61674306,0,0,670
0LL9,"[h] Savanna Army Depot Helipad",42.18335222,-90.25568473,0,0,650
0MA0,"[h] George H Crosman Usar Center",41.91426722,-71.10782362,0,0,80
0MA2,"[h] Leominster Hospital",42.54092361,-71.76284973,0,0,450
0MA3,"[h] A-copy",42.20120972,-71.15588528,0,0,59
0MA4,"[h] Boston City Hospital",42.33316666,-71.07338889,0,0,35
0MA5,"[h] Brockton Usar Center",42.05593333,-71.05587945,0,0,85
0MA6,"[h] Wbz",42.36509694,-71.13255278,0,0,9
0MA7,"[h] Millipore",42.48426083,-71.27200167,0,0,180
0MA8,"[h] Textron Everett",42.40454083,-71.07060723,0,0,40
0MA9,"[h] Lleia Kyle Omeara",42.50314555,-71.90840806,0,0,1230
0MD0,"[h] North Arundel Hospital",39.13760861,-76.62329945,0,0,77
0MD3,"[h] The Johns Hopkins Hospital",39.29732916,-76.59329973,0,0,260
0MD5,"[h] Greater Laurel Beltsville Hospital",39.08760861,-76.88164001,0,0,285
0MD7,"[h] The Aspen Institute",38.90928055,-76.11966751,0,0,20
0MD8,"[h] Security Ford",39.24593999,-76.67608,0,0,30
0MD9,"[h] Calvert Memorial Hospital",38.56095444,-76.59662445,0,0,143
0MI0,"[h] Sumner",42.97002638,-85.66586389,0,0,657
0MI9,"[h] Henry Ford Hospital",42.36753722,-83.08436695,0,0,633
0MN7,"[h] Ely Bloomenson",47.89962638,-91.87292112,0,0,1450
0MO4,"[h] Bert Walter Berkowitz",39.08528222,-94.57384417,0,0,890
0MO7,"[h] St Joseph Hospital West",38.80282972,-90.75846084,0,0,500
0MO9,"[h] Emerson",38.729495,-90.27844612,0,0,575
0MS3,"[h] Baptist Memorial Hospital-north Ms",34.29999999,-89.50166667,0,0,450
0MS4,"[h] Sheriffs Courthouse",30.37603055,-89.08614834,0,0,50
0MS6,"[h] Levert",30.30130833,-89.23448639,0,0,25
0MU2,"[h] Christian Hospital Northeast",38.77449444,-90.23900028,0,0,520
0MU3,"[h] Hannibal Regional Hospital",39.71115611,-91.4507075,0,0,744
0MU5,"[h] Holden",38.71973305,-93.99438584,0,0,865
0MU6,"[h] Bradbury-rolf Memorial",39.07331694,-93.73588473,0,0,815
0MY0,"[h] Kenyon",44.33388888,-92.94333334,0,0,1500
0MY1,"[h] Bozeman Deaconess Hospital",45.67,-111.01861112,0,0,4925
0N2,"[h] O And G",41.77370805,-73.11622112,0,0,600
0N3,"[h] Ami St Marys Regional Medical Center",35.28341722,-93.15073028,0,0,360
0N5,"[h] Deldot Helistop",39.14955666,-75.50492306,0,0,30
0N8,"[h] White County Memorial Hospital",35.25147388,-91.69096973,0,0,273
0NC0,"[h] Wayne Memorial Hospital Inc.",35.39877277,-77.94970751,0,0,106
0NC2,"[h] Moore Regional Hospital",35.20487888,-79.45669806,0,0,460
0NC3,"[h] Washington County Hospital",35.87516166,-76.699665,0,0,19
0NC4,"[h] Wake Medical Center",35.78681805,-78.58583556,0,0,245
0NC5,"[h] Nash General Hospital",35.97515388,-77.85248056,0,0,150
0NC6,"[h] Our Community Hospital",36.13126666,-77.41885862,0,0,113
0NC7,"[h] Unnamed",36.08763611,-79.92281389,0,0,853
0NC9,"[h] Maria Parham Hospital",36.33070111,-78.44972028,0,0,450
0NE3,"[h] Syracuse Hospital",40.66722361,-96.1863975,0,0,1120
0NE4,"[h] Franklin County Memorial Hospital",40.09723527,-98.95035834,0,0,1950
0NJ0,"[h] Atlantic City Medical Center",39.3587275,-74.43403806,0,0,82
0NJ1,"[h] Berkeley Township Police",39.90734027,-74.23486445,0,0,54
0NJ2,"[h] Ballymere",40.75287833,-74.43987528,0,0,280
0NJ3,"[h] Mount Holly",39.96677916,-74.79960695,0,0,45
0NJ4,"[h] Weichert Headquarters",40.940655,-74.46154306,0,0,103
0NJ7,"[h] Essex Generating Station",40.73777777,-74.11888889,0,0,8
0NJ8,"[h] Port Newark Helistop",40.70232416,-74.15069917,0,0,10
0NJ9,"[h] Jersey Tpke New Brunswick Helistop",40.47732722,-74.40792806,0,0,70
0NK4,"[h] Medical Center",40.72593388,-73.5537375,0,0,80
0NK5,"[h] Mid-hudson Helicopter Service",41.60620444,-73.82763362,0,0,270
0NY5,"[h] State Police Troop D",43.094235,-75.64962612,0,0,507
0OH1,"[h] Cirino",41.44394166,-81.32760834,0,0,1250
0OH3,"[h] Hamilton County Sheriffs Patrol",39.27922361,-84.5646675,0,0,865
0OI0,"[h] Foltz",40.73589277,-81.246775,0,0,1012
0OI1,"[h] Autolite",41.17922,-83.41520362,0,0,759
0OK2,"[h] Parkview Hospital",35.52977361,-97.98393889,0,0,1349
0OR0,"[h] Providence Hospital",42.3387375,-122.86226112,0,0,1350
0OR2,"[h] Hendershots",42.13317277,-123.45117195,0,0,1200
0OR4,"[h] Round Butte",44.6165075,-121.26782473,0,0,2125
0P0,"[h] Valley Forge Bicentennial",40.12121777,-75.40601917,0,0,260
0PA1,"[h] Phoenix Technologies",40.11816249,-75.40129695,0,0,252
0PS1,"[h] Mc Crory Stores",39.98148694,-76.67135501,0,0,420
0PS5,"[h] Used Parts",40.8792625,-75.19267862,0,0,660
0PS6,"[h] Herbst",39.94954333,-76.55329889,0,0,485
0PS8,"[h] Bayfront Garage",42.13255749,-80.08617028,0,0,1130
0PS9,"[h] Delaware Valley Medical Center",40.18288694,-74.86794223,0,0,141
0SD5,"[h] The Fort",43.80637194,-103.63713945,0,0,5800
0T8,"[h] Texas World Speedway Helistop Nr 1",30.54047944,-96.22245945,0,0,270
0T9,"[h] Texas World Speedway Helistop Nr 2",30.53964611,-96.22607056,0,0,270
0TA5,"[h] Metro Heli-pad",29.61467666,-95.35493806,0,0,57
0TA6,"[h] Arco Ingleside Shorebase",27.84780388,-97.22304584,0,0,20
0TA9,"[h] Houston Oil & Minerals Port Bolivar Nr",29.39106722,-94.76408445,0,0,8
0TN3,"[h] Park West",35.91758,-84.10019084,0,0,1000
0TN4,"[h] St Marys Medical Center",35.99174916,-83.92768445,0,0,790
0TN8,"[h] Erlanger Medical Center",35.04924027,-85.29051278,0,0,745
0TN9,"[h] East Tennessee Childrens Hospital",35.95619333,-83.93823973,0,0,1003
0TS3,"[h] Houston",29.81744972,-95.66327945,0,0,100
0TS6,"[h] Harris County Courthouse",29.71606305,-95.47688584,0,0,105
0TX2,"[h] Heliport-facility 5a",32.76263055,-97.05861973,0,0,546
0TX3,"[h] Panola General Hospital",32.1662725,-94.34603112,0,0,296
0TX4,"[h] Aerospatiale Helicopter Corp",32.71166666,-97.02722223,0,0,535
0V9,"[h] Smh",36.18146638,-94.1371475,0,0,1352
0VA0,"[h] Mostly Harmless",37.9654175,-77.77749223,0,0,330
0VA6,"[h] Mc Guire Va Medical Center Pad",37.49598055,-77.46220612,0,0,178
0WA3,"[h] Air Columbia",45.68261666,-121.90035778,0,0,149
0WA4,"[h] Hansen",47.43623805,-120.27951501,0,0,1250
0WA6,"[h] Stevens Memorial Hospital",47.80370777,-122.33429806,0,0,370
0WA8,"[h] Childrens Hospital Emergency",47.66398472,-122.28123639,0,0,125
0WA9,"[h] Naval Station Everett",47.99833333,-122.24666667,0,0,21
0WI0,"[h] St Lukes Medical Center",42.98890361,-87.95147389,0,0,761
0WI3,"[h] Lakeland Hospital",42.66168194,-88.49676556,0,0,1040
0WN4,"[h] Olympia Heliport",46.96512732,-122.89177051,0,0,200
0X6,"[h] Walker Memorial Medical Center",27.6325325,-81.51840862,0,0,120
0XS3,"[h] South Texas Project",28.79222222,-96.04194445,0,0,32
0XS5,"[h] Southeastern Helicopters",26.14702111,-97.17386084,0,0,5
0Y3,"[h] Stuttgart Memorial Hospital",34.51759694,-91.50846056,0,0,210
10CA,"[h] William E Poole",34.60221555,-117.17254278,0,0,3120
10FL,"[h] Fishermens Hospital Emergency Helistop",24.71041916,-81.09451778,0,0,5
10II,"[h] Jasper County Hospital",40.93448222,-87.13863362,0,0,660
10IL,"[h] Riverside Medical Center",41.12364333,-87.88532056,0,0,620
10KS,"[h] University Of Kansas Medical Center",39.05667166,-94.61079,0,0,958
10KY,"[h] Southwest Government Center",38.14840305,-85.8369075,0,0,480
10L,"[h] Foothill Presbyterian Hospital",34.13334083,-117.8692275,0,0,730
10MI,"[h] St Marys Hospital",43.42585861,-83.93858417,0,0,595
10NC,"[h] Murphy Farms",34.81350138,-78.02137473,0,0,80
10NE,"[h] St Joseph Hospital",41.26555388,-95.95445889,0,0,1130
10NJ,"[h] St Francis M C Helistop",40.21844222,-74.73877167,0,0,55
10NY,"[h] Beaver Meadow",43.36895777,-75.15960889,0,0,1195
10PA,"[h] Piac",39.86261249,-75.310465,0,0,8
10PN,"[h] One Meridian Plaza",39.93066833,-75.24407084,0,0,560
10TA,"[h] Bear Creek",29.7921725,-95.63494528,0,0,100
10TX,"[h] Jbln Aerospace",27.84474861,-97.22387917,0,0,15
11CO,"[h] Channel 7",39.72526472,-104.98386973,0,0,5300
11FD,"[h] North Okaloosa Medical Center",30.73574444,-86.56273028,0,0,230
11GA,"[h] De Kalb General Hospital",33.78972222,-84.28222223,0,0,1012
11IL,"[h] St Marys Hospital",41.12197666,-87.87226445,0,0,610
11KY,"[h] Southwest Hospital",38.11590277,-85.83607389,0,0,500
11MI,"[h] Wagners Landing",42.7383625,-83.43744195,0,0,970
11NC,"[h] Sprint Midatlantic Telecom",36.02153944,-78.51888945,0,0,427
11NJ,"[h] Southdown",40.64071305,-74.66421528,0,0,128
11PA,"[h] Sherrie John Manor",40.26258805,-77.04581056,0,0,400
11TA,"[h] Conoco",29.78939472,-95.61105584,0,0,91
11VA,"[h] Chesapeake General Hospital",36.741815,-76.24410473,0,0,21
11WI,"[h] Victory Memorial Hospital",44.96329888,-90.93375084,0,0,1140
12E,"[h] Phoenix Area",33.44282111,-112.14876223,0,0,1050
12FD,"[h] Osceola Regional Hospital",28.29862194,-81.41090417,0,0,59
12GA,"[h] Gwinnett Comm Hospital",33.875,-84.02055556,0,0,1065
12IS,"[h] Mercer County Hospital",41.20586749,-90.75986195,0,0,729
12MA,"[h] Mellen Street",42.20705555,-71.44269445,0,0,275
12NJ,"[h] Penske 2",40.88398805,-74.06847417,0,0,62
12NY,"[h] Tgp-245",42.87340444,-75.17099445,0,0,1440
12PN,"[h] Wcau",40.00733444,-75.2154575,0,0,230
12Q,"[h] Mee Memorial Hospital",36.20829916,-121.13158501,0,0,320
12T,"[h] Ferris Red Oak Municipal",32.52958166,-96.72832834,0,0,510
12TA,"[h] Channel Two",29.69023111,-95.52772084,0,0,72
13E,"[h] Ktsp",33.44865472,-112.08098223,0,0,1120
13FD,"[h] Yelvington",28.51861361,-81.38312556,0,0,110
13FL,"[h] Gator Lake",28.2766725,-82.32064306,0,0,110
13II,"[h] St Joseph Medical Center",41.07865916,-85.14969306,0,0,845
13L,"[h] Elwood Onshore Facility",34.43027222,-119.91208362,0,0,15
13LA,"[h] Evergreen",29.78355416,-93.20848473,0,0,10
13MI,"[h] Lee Memorial Hospital",41.98365666,-86.115845,0,0,748
13NJ,"[h] Wyeth-ayerst Research",40.36510694,-74.58293362,0,0,117
13NY,"[h] Health Sciences Cntr Unv Hosp",40.90759833,-73.11622,0,0,190
13OI,"[h] Union Hospital",40.51506416,-81.45483778,0,0,926
13OK,"[h] Mc Alester Regional Hospital",34.93620777,-95.74887889,0,0,705
13TA,"[h] Kbmt-tv",30.07326861,-94.13379167,0,0,32
13VA,"[h] 7th Div State Police Hq",38.82511277,-77.28415028,0,0,395
14CA,"[h] Hoag Memorial Hospital",33.6241875,-117.92950223,0,0,94
14GA,"[h] Latham Creek",34.33648722,-83.94351667,0,0,1120
