icao,"name",lat,lon,runways,ils
KHMN,"Holloman Afb",32.8521116666667,-106.109119166667,3,2
KHOB,"Lea Co Rgnl",32.687685875,-103.217001875,4,1
KHON,"Huron Rgnl",44.3849535,-98.22809375,2,1
KHOP,"Campbell Aaf",36.67090865,-087.50409146,3,1
KHOT,"Memorial Fld",34.48245413,-093.09563798,2,1
KHOU,"William P Hobby",29.64533765,-095.28798033,4,2
KHPN,"Westchester Co",41.06326344,-073.71004500,2,1
KHQM,"Bowerman",46.971196,-123.9365635,1,1
KHQU,"Thomson Mcduffie Co",33.5297135,-82.516464,1,1
KHQZ,"Mesquite Metro",32.7469625,-96.530419,1,1
KHRL,"Valley Intl",26.22644916,-097.66152098,3,1
KHRO,"Boone Co",36.2615165,-93.154732,1,1
KHRT,"Hurlburt Fld",30.428918,-86.6888015,1,1
KHSA,"Stennis Intl",30.36958709,-089.45132193,1,1
KHSD,"Sundance Airpark",35.60151903,-097.70742473,1,1
KHSP,"Ingalls Fld",37.9514525,-79.8338885,1,1
KHST,"Homestead Arb",25.49146800,-080.38828300,1,1
KHSV,"Huntsville Intl Carl T Jones Fld",34.64682000,-086.77239200,2,4
KHTS,"Tri State Milton J Ferguson Fld",38.36912400,-082.55576100,2,2
KHUF,"Terre Haute Intl Hulman Fld",39.4521838333333,-87.3075853333333,3,1
KHUM,"Houma Terrebonne",29.56545837,-090.66454364,2,1
KHUT,"Hutchinson Muni",38.06516600,-097.86601300,3,1
KHVC,"Hopkinsville Christian Co",36.856972,-87.455068,1,1
KHVN,"Tweed New Haven",41.26571270,-072.88489530,2,1
KHWD,"Hayward Executive",37.66268849,-122.12127955,2,1
KHWV,"Brookhaven",40.81924800,-072.86627200,2,1
KHWY,"Warrenton Fauquier",38.587973,-77.7124175,1,1
KHXD,"Hilton Head",32.22640007,-080.69477182,1,1
KHYA,"Barnstable Muni Boardman Polando Fld",41.66631174,-070.28575730,2,2
KHYI,"San Marcos Muni",29.8928156666667,-97.8626986666667,3,1
KHYR,"Sawyer Co",46.02482775,-91.44432075,2,1
KHZL,"Hazleton Muni",40.986782,-75.994893,1,1
KHZR,"False River Rgnl",30.718318,-91.47866,1,1
KIAB,"Mc Connell Afb",37.62707500,-097.27169800,2,2
KIAD,"Washington Dulles Intl",38.94295684,-077.44776100,4,4
KIAG,"Niagara Falls Intl",43.1064573333333,-78.9448026666667,3,1
KIAH,"Houston George Bush Int",29.98415200,-095.32804900,5,5
KICT,"Wichita Mid Continent",37.65323448,-097.42734039,3,4
KIDA,"Kida",43.51535273,-112.06766686,2,1
KIDP,"Independence Muni",37.15873675,-95.7789425,2,1
KIER,"Natchitoches Rgnl",31.73553700,-093.09540600,2,1
KIJD,"Windham",41.74154922,-072.18096132,3,1
KIKV,"Ankeny Rgnl",41.69153875,-93.5664305,2,1
KILE,"Skylark Fld",31.0858225,-97.6865055,1,1
KILG,"New Castle",39.67742100,-075.60002300,3,1
KILM,"Wilmington Intl",34.26592900,-077.89878600,2,3
KILN,"Airborne Airpark",39.42762425,-83.7915805,2,1
KIMT,"Ford",45.81800375,-88.11493325,2,1
KIND,"Indianapolis Intl",39.70898284,-086.30441087,3,3
KINL,"Falls Intl",48.56560557,-93.402295095,2,2
KINT,"Smith Reynolds",36.13707624,-080.22836967,2,1
KIPJ,"Lincolnton Lincoln Co Rgnl",35.4833295,-81.1611905,1,1
KIPT,"Williamsport Rgnl",41.24488400,-076.91820800,2,1
KISM,"Kissimmee Gateway",28.29338100,-081.43699600,2,1
KISN,"Sloulin Fld Intl",48.17745725,-103.64190025,2,1
KISO,"Kinston Rgnl Jetport At Stallings Fld",35.3287633333333,-77.616455,3,1
KISP,"Long Island Mac Arthur",40.78954562,-073.10223950,4,1
KITH,"Ithaca Tompkins Rgnl",42.49102707,-076.46197394,2,1
KIWA,"Williams Gateway",33.30436838,-111.66701991,3,1
KIWD,"Gogebic Iron Co",46.527551,-90.1313445,1,1
KIXD,"New Century Aircenter",38.83614054,-094.89489608,2,1
KJAC,"Jackson Hole",43.60790165,-110.74221227,1,1
KJAN,"Jackson Evers Intl",32.3111775,-90.07589225,2,2
KJAX,"Jacksonville Intl",30.49322754,-081.68283847,2,3
KJBR,"Jonesboro Muni",35.8310565,-90.6472435,2,1
KJEF,"Jefferson City Mem",38.59451300,-092.15673800,2,1
KJFK,"John F Kennedy Intl",40.64244691,-073.78112251,4,4
KJHW,"Chautauqua Co Jamestown",42.15613140,-079.25429279,2,1
KJKA,"Jack Edwards",30.289316,-87.67298175,2,1
KJLN,"Joplin Rgnl",37.1510818333333,-94.4979818333333,3,2
KJMS,"Jamestown Rgnl",46.929741,-98.67821825,2,1
KJNX,"Johnston Co",35.540832,-78.3902775,1,1
KJQF,"Concord Rgnl",35.38562289,-080.71239710,1,1
KJST,"John Murtha Johnstown Cambria Co",40.3162133333333,-78.8336985,3,1
KJVL,"Southern Wisconsin Rgnl",42.62429000,-089.04159600,3,2
KJVY,"Clark Rgnl",38.36416600,-085.74158500,2,1
KJXN,"Jackson Co Reynolds Fld",42.25631575,-084.46014676,2,1
KJYO,"Leesburg Executive",39.07896800,-077.55749500,1,1
KJZI,"Charleston Executive",32.70595600,-080.00363200,2,1
KLAF,"Purdue University Airport",40.41507100,-086.93277300,2,1
KLAL,"Lakeland Linder Rgnl",27.99232093,-082.01416650,2,1
KLAN,"Capital City",42.7790626866667,-84.5863897066667,3,2
KLAS,"Mc Carran Intl",36.08274122,-115.14726120,4,3
KLAW,"Lawton Fort Sill Rgnl",34.57636541,-098.42138146,1,1
KLAX,"Los Angeles Intl",33.94401944,-118.40377374,4,4
KLBB,"Lubbock Preston Smith Intl",33.6615568333333,-101.8206835,3,2
KLBE,"Arnold Palmer Rgnl",40.27469426,-079.40483083,2,1
KLBF,"North Platte Regional Airport Lee Bird",41.13235100,-100.69818900,2,1
KLBL,"Liberal Muni",37.04501700,-100.95178200,2,1
KLBT,"Lumberton Muni",34.6104805,-79.0583365,3,1
KLBX,"Brazoria Co",29.10873545,-95.46218632,1,1
KLCH,"Lake Charles Rgnl",30.12481871,-093.22160078,2,1
KLCI,"Laconia Muni",43.57001500,-071.42083700,1,1
KLCK,"Rickenbacker Intl",39.8152135,-82.9239226666667,3,2
KLEB,"Lebanon Muni",43.626009,-72.30422625,2,1
KLEW,"Auburn Lewiston Muni",44.04846525,-70.28325,2,1
KLEX,"Lexington Blue Grass",38.03749900,-084.59695300,2,2
KLFI,"Langley Afb",37.07842084,-076.35760694,1,1
KLFK,"Angelina Co",31.23189200,-094.75426500,2,1
KLFT,"Lafayette Rgnl",30.20333487,-091.99520300,3,2
KLGA,"La Guardia",40.77555682,-073.87457894,2,2
KLGB,"Long Beach/daugherty Field",33.81191924,-118.15015243,5,1
KLGC,"Lagrange Callaway",33.0089435,-85.072643,2,1
KLHC,"Arlington Municipal",35.28303874,-89.67276486,1,1
KLHM,"Lincoln Rgnl Karl Harder Fld",38.9091625,-121.3513375,1,1
KLHQ,"Fairfield Co",39.75377992,-082.66024394,1,1
KLIT,"Little Rock Adams Field",34.7294151666667,-92.2254815,3,3
KLMT,"Klamath Falls",42.15977900,-121.72860000,3,1
KLNK,"Lincoln",40.8522658333333,-96.7577695,3,2
KLNP,"Lonesome Pine",36.987518,-82.5299975,1,1
KLNR,"Tri Co Rgnl",43.21133975,-90.181624,2,1
KLNS,"Lancaster",40.12491700,-076.29716900,2,1
KLOT,"Lewis University",41.60672000,-088.08152800,2,1
KLOZ,"London Corbin Arpt Magee Fld",37.0868805,-84.0773945,1,1
KLPR,"Lorain Co Rgnl",41.33947782,-082.17698287,1,1
KLRD,"Laredo Intl",27.54079118,-099.46876196,3,1
KLRF,"Little Rock Afb",34.91851375,-92.14287375,2,1
KLRU,"Las Cruces Intl",32.2891288333333,-106.921991166667,3,1
KLSE,"La Crosse Muni",43.8788154333333,-91.2562055466667,3,1
KLSF,"Lawson Aaf",32.331782,-84.9871555,1,1
KLSV,"Nellis Afb",36.23527145,-115.02704620,2,1
KLTS,"Altus Afb",34.6706,-99.2662953333333,3,3
KLUF,"Luke Afb",33.534975,-112.383177,2,2
KLUK,"Cincinnati Muni Lunken Fld",39.10726236,-084.42292445,3,1
KLVK,"Livermore Muni",37.69587590,-121.81766283,2,1
KLVN,"Airlake",44.627858,-93.228097,1,1
KLWB,"Greenbrier Valley",37.85654280,-080.40452380,1,1
KLWC,"Lawrence Muni",39.01099975,-95.21666175,2,1
KLWM,"Lawrence Muni",42.71730000,-071.12314600,2,1
KLWS,"Lewiston Nez Perce Co",46.37618300,-117.00916300,2,1
KLYH,"Lynchburg Rgnl Preston Glenn Fld",37.327326705,-79.200142945,2,1
KLZU,"Gwinnett Co Briscoe Fld",33.97668835,-083.96018537,1,1
KMAC,"Macon Downtown",32.82213875,-83.56181375,2,1
KMAF,"Midland Intl",31.9413665,-102.2007965,4,1
KMBS,"Mbs Intl",43.52646300,-084.08277100,2,1
KMCB,"Mc Comb Pike Co John E Lewis Fld",31.1784345,-90.4718585,1,1
KMCC,"Mc Clellan Afld",38.6676375,-121.4006,1,1
KMCE,"Merced Muni Macready Fld",37.2847275,-120.51388708,1,1
KMCF,"Macdill Afb",27.849339,-82.5212135,1,2
KMCI,"Kansas City Intl",39.29791019,-094.71583938,3,5
KMCK,"Mc Cook Rgnl",40.20564825,-100.59238709,3,1
KMCN,"Middle Georgia Rgnl",32.69297625,-83.64867375,2,1
KMCO,"Orlando Intl",28.42665000,-081.30801200,4,6
KMCW,"Mason City Muni",43.157618,-93.331577,2,1
KMDH,"Southern Illinois",37.7782835,-89.253087,3,1
KMDQ,"Madison Co Executive",34.861407,-86.5574735,1,1
KMDT,"Harrisburg Intl",40.1931905,-76.7626195,1,1
KMDW,"Chicago Midway Intl",41.77993800,-087.75277700,5,2
KMEB,"Laurinburg Maxton",34.790247,-79.3664415,2,1
KMEI,"Key Fld",32.33341175,-88.7507385,2,1
KMEM,"Memphis Intl",35.04266625,-89.97662525,4,8
KMER,"Castle",37.36981633,-120.56722150,1,1
KMEZ,"Mena Intermountain Muni",34.54566725,-94.203092,2,1
KMFD,"Mansfield Lahm Rgnl",40.81563523,-082.51430781,2,1
KMFE,"Mc Allen Miller Intl",26.17865993,-098.23845311,2,1
KMFR,"Rogue Valley Intl Medford",42.36966700,-122.87407700,2,1
KMFV,"Accomack County",37.6468499,-75.76101861,1,1
KMGE,"Dobbins Arb",33.915275,-84.516347,1,2
KMGJ,"Orange Co",41.51341600,-074.26649500,2,1
KMGM,"Montgomery Rgnl",32.29524637,-086.39795822,2,2
KMGW,"Morgantown Muni Walter L Bill Hart Fld",39.642606,-79.9157735,2,1
KMGY,"Dayton Wright Brothers",39.58816330,-084.22928518,1,1
KMHE,"Mitchell Muni",43.774855,-98.038202,2,1
KMHK,"Manhattan Rgnl",39.141466,-96.6705985,2,1
KMHR,"Sacramento Mather",38.55348929,-121.28765328,2,1
KMHT,"Manchester",42.92827500,-071.44193800,2,2
KMIA,"Miami Intl",25.79359397,-080.29976971,4,7
KMIB,"Minot Afb",48.415761,-101.358036,1,1
KMIE,"Delaware Co Johnson Fld",40.2423005,-85.3968615,2,1
KMIV,"Millville Muni",39.36787,-75.07226,2,1
KMJX,"Robert J Miller Air Park",39.92726861,-074.29730812,1,1
KMKC,"Charles B Wheeler Downtown",39.12273711,-094.59815015,2,2
KMKE,"General Mitchell Intl",42.94784900,-087.90634200,5,2
KMKG,"Muskegon Co",43.1700173333333,-86.2382213333333,3,2
KMKJ,"Mountain Empire",36.894849,-81.349946,1,1
KMKL,"Mc Kellar Sipes Rgnl",35.60050225,-88.915516,2,1
KMKT,"Mankato Rgnl",44.22150148,-093.92133335,2,1
KMLB,"Melbourne Intl",28.09898200,-080.64385200,3,1
KMLC,"Mc Alester Rgnl",34.8824,-95.7834735,1,1
KMLI,"Quad City Intl",41.4484013333333,-90.5070515,3,1
KMLU,"Monroe Rgnl",32.5106811666667,-92.03765,3,1
KMML,"Southwest Minnesota Rgnl Marshall",44.45154073,-95.82318939,2,1
KMMT,"Mc Entire Angs",33.9241063333333,-80.8000723333333,3,1
KMMU,"Morristown Municipal Airport",40.79802670,-074.42641543,2,1
KMMV,"Mc Minnville Muni",45.19919716,-123.13888331,2,1
KMNM,"Menominee Marinette Twin Co",45.12637125,-87.6385515,2,1
KMNN,"Marion Muni",40.6165645,-83.0634645,2,1
KMOB,"Mobile Rgnl",30.69380800,-088.24607100,2,2
KMOD,"Modesto City-co-harry Sham Field",37.62841504,-120.95439635,2,1
KMOR,"Moore-murrell",36.1792945,-83.3755595,1,1
KMOT,"Minot Intl",48.2576825,-101.27800775,2,1
KMPV,"Edward F Knapp State",44.20446014,-72.561712535,2,1
KMQJ,"Mt Comfort",39.84428125,-85.8963985,2,1
KMQT,"Marquette County",46.53414715,-87.56088763,2,1
KMQY,"Smyrna",36.00677281,-086.50847391,2,1
KMRB,"Eastern Wv Rgnl Shepherd Fld",39.40485071,-077.98947392,1,1
KMRC,"Maury Co",35.55384225,-87.178507,2,1
KMRH,"Michael J Smith Fld",34.7335226666667,-76.6605805,3,1
KMRN,"Foothills Rgnl",35.8202335,-81.611411,1,1
KMRY,"Monterey Peninsula",36.58746335,-121.85313484,2,1
KMSL,"Northwest Alabama Rgnl",34.74534125,-87.611372,2,1
KMSN,"Dane Co Rgnl Truax Fld",43.13903716,-089.34637086,3,3
KMSO,"Missoula Intl",46.91778300,-114.08300900,2,1
KMSP,"Minneapolis St Paul Intl",44.88727600,-093.22206900,4,5
KMSS,"Massena Intl Richards Fld",44.93581825,-74.845686,2,1
KMSV,"Sullivan Co Intl",41.70165,-74.795014,1,1
KMSY,"Louis Armstrong New Orleans Intl",29.98414812,-090.25900207,2,2
KMTC,"Selfridge Angb",42.613882,-82.8369135,1,1
KMTJ,"Montrose Rgnl",38.50874625,-107.89450275,2,1
KMTN,"Martin State",39.32920800,-076.42114300,1,1
KMTO,"Coles Co Mem",39.4779773333333,-88.2822671666667,3,1
KMTV,"Martinsville - Blue Ridge",36.63202700,-080.01567800,1,1
KMTW,"Manitowoc Co",44.12909425,-87.6802155,2,1
KMUO,"Mountain Home Afb",43.03897475,-115.8693505,2,2
KMVN,"Mount Vernon",38.32325,-88.85871325,2,1
KMVY,"Marthas Vineyard",41.38918100,-070.61294500,3,1
KMWA,"Williamson Co Rgnl",37.753878,-89.010614,2,1
KMWC,"Lawrence J Timmerman",43.10920909,-088.02919461,4,1
KMWH,"Grant Co Intl",47.2106244,-119.3210395,5,1
KMWL,"Mineral Wells",32.781616,-98.060761,2,1
KMWO,"Hook Fld Muni",39.52929475,-084.39305569,2,1
KMXF,"Maxwell Afb",32.3837525,-86.36532725,2,1
KMYF,"Montgomery Fld",32.81697155,-117.13529789,3,1
KMYJ,"Mexico Mem",39.15755275,-91.81883125,2,1
KMYR,"Myrtle Beach Intl",33.68323675,-078.93390726,1,2
KMYV,"Yuba Co",39.097957,-121.56958125,2,1
KMZZ,"Marion Municipal",40.49160010,-085.67439124,2,1
KNBG,"New Orleans Nas Jrb",29.8250625,-90.02670075,2,1
KNCA,"New River Mcas",34.71058300,-077.44245100,2,1
KNDZ,"Whiting Fld Nas South",30.70018975,-87.013210375,4,1
KNEW,"Lakefront",30.04212842,-090.02577317,3,1
KNFW,"Fort Worth Nas Jrb",32.769186,-97.4415335,1,2
KNGP,"Corpus Christi Nas",27.692657375,-97.28999925,4,1
KNKT,"Cherry Point Mcas",34.90284000,-076.88636000,4,1
KNKX,"Miramar Mcas",32.8679903333333,-117.138758666667,3,1
KNMM,"Meridian Nas",32.5531396666667,-88.5545336666667,3,1
KNOG,"Orange Grove Nalf",27.89680425,-98.04356025,2,1
KNPA,"Pensacola Nas",30.34814100,-087.31545300,3,1
KNQA,"Millington Muni",35.34988388,-089.86955767,1,1
KNQI,"Kingsville Nas",27.504495,-97.80830175,4,1
KNSI,"San Nicolas Island Nolf",33.2397805,-119.458197,1,1
KNTD,"Point Mugu",34.11725186,-119.11276615,2,1
KNUQ,"Moffett Federal Afld",37.41276700,-122.05392400,2,1
KNUW,"Whidbey Island Nas",48.35180275,-122.65590725,2,1
KNYL,"Yuma",32.65802841,-114.59505953,4,1
KOAJ,"Albert J Ellis",34.8291585,-77.612142,1,1
KOAK,"Metro Oakland Intl",37.71255495,-122.21441137,4,3
KOCF,"Ocala Intl Jim Taylor Fld",29.17622000,-082.22003900,2,1
KOCH,"A L Mangham Jr Rgnl",31.5777705,-94.710129,1,1
KOFF,"Offutt Afb",41.119322,-95.9082195,1,1
KOFK,"Karl Stefan Mem",41.98495243,-097.43018621,2,1
KOFP,"Hanover Co Muni",37.708939,-77.4366415,1,1
KOGD,"Ogden Hinckley",41.1959197533333,-112.012476333333,3,1
KOJC,"Olathe - Johnson Co Exec",38.84804533,-094.74112493,1,2
KOKC,"Will Rogers World",35.39811781,-097.60027589,4,2
KOKK,"Kokomo Muni",40.528239155,-86.058738005,2,1
KOKM,"Okmulgee Rgnl",35.665241,-95.95010175,2,1
KOKV,"Winchester Rgnl",39.14352723,-78.14445507,1,1
KOLE,"Cattaraugus Co Olean",42.241779,-78.37119275,2,1
KOLM,"Olympia",46.97361753,-122.90866627,2,1
KOLU,"Columbus Muni",41.44379708,-097.34329578,2,1
KOLV,"Olive Branch",34.9787525,-89.78685,1,1
KOMA,"Eppley Airfield",41.30067335,-095.89883572,3,6
KONA,"Winona Muni Max Conrad Fld",44.07613275,-91.7070295,2,1
KONP,"Newport Muni",44.57628598,-124.06364149,2,1
KONT,"Ontario Intl",34.05127241,-117.59909293,2,2
KOPF,"Opa Locka",25.91040935,-080.27288540,3,3
KOPN,"Thomaston Upson Co",32.955003,-84.2641165,1,1
KOQU,"Quonset State",41.5970861883333,-71.4107014383333,4,1
KORD,"Chicago Ohare Intl",41.9820702575,-87.90358304125,7,9
KORF,"Norfolk Intl",36.88993700,-076.19610100,2,1
KORH,"Worcester Rgnl",42.26722725,-71.8751655,2,1
KORL,"Orando Executive",28.54385600,-081.32892623,2,1
KOSC,"Oscoda Wurtsmith",44.451557,-83.394054,1,1
KOSH,"Wittman Rgnl",43.98086700,-088.56250800,4,1
KOSU,"Ohio State University",40.07510680,-083.07106500,4,1
KOTH,"North Bend Muni",43.41699200,-124.24719200,3,1
KOTM,"Ottumwa Industrial",41.10668875,-92.44791675,2,1
KOUN,"University Of Oklahoma Westheimer",35.24539232,-97.472102655,2,2
KOWA,"Owatonna Degner Rgnl",44.1234,-93.260618,1,1
KOWB,"Owensboro Daviess Co",37.74644900,-087.16309400,2,1
KOWD,"Norwood Mem",42.18552000,-071.17499500,2,1
KOXC,"Waterbury Oxford",41.478282,-73.1351875,1,1
KOXR,"Oxnard",34.19844729,-119.20709098,1,1
KOZR,"Cairns Aaf",31.2774635,-85.713197,3,1
KPAE,"Snohomish Co",47.90907204,-122.27896241,3,1
KPAH,"Barkley Rgnl",37.06032,-88.77288275,2,1
KPAM,"Tyndall Afb",30.06861300,-085.58278700,2,2
KPBF,"Grider Fld",34.1745155,-91.9356025,1,1
KPBG,"Plattsburgh Intl",44.6509375,-73.46811604,1,1
KPBI,"Palm Beach Intl",26.67948000,-080.09986900,3,1
KPBX,"Pike Co Hatcher Fld",37.562211,-82.565516,2,1
KPDK,"Dekalb Peachtree",33.87651326,-084.30421330,4,1
KPDT,"Eastern Oregon Rgnl At Pendleton",45.695116,-118.841132,3,1
KPDX,"Portland Intl",45.5888388333333,-122.597259166667,3,3
KPFN,"Panama City Bay Co Intl",30.21375500,-085.68228900,2,1
KPGV,"Pitt Greenville",35.63325800,-077.38147100,3,1
KPHF,"Newport News Williamsburg Intl",37.13168500,-076.50079000,2,1
KPHL,"Philadelphia Intl",39.86538105,-075.23305929,4,4
KPHX,"Phoenix Sky Harbor Intl",33.43559000,-112.00559800,3,3
KPIA,"Greater Peoria Rgnl",40.66403675,-89.6924735,2,2
KPIB,"Hattiesburg Laurel Rgnl",31.4671455,-89.337058,1,1
KPIE,"St Petersburg Clearwater Intl",27.910411125,-82.687528875,4,2
KPIH,"Pocatello Rgnl",42.909695,-112.59686375,2,1
KPIR,"Pierre Rgnl",44.382695,-100.2859715,2,1
KPIT,"Pittsburgh Intl",40.49466971,-080.23783597,4,3
KPKB,"Mid Ohio Valley Rgnl",39.344629,-81.4393,2,1
KPKD,"Park Rapids Muni Konshok Fld",46.9003075,-95.073037,2,1
KPLN,"Pellston Rgnl Arpt Of Emmet Co",45.57106925,-84.796602,2,1
KPMD,"Palmdale Rgnl Usaf Plt 42",34.62938675,-118.0845505,2,1
KPMP,"Pompano Beach Airpark",26.24579000,-080.11769100,3,1
KPNC,"Ponca City Rgnl",36.72979700,-097.10177600,2,1
KPNE,"Northeast Philadelphia",40.0815485,-75.010514,2,1
KPNS,"Pensacola Rgnl",30.47452700,-087.18816400,2,2
KPOB,"Pope Afb",35.17057400,-079.00940700,2,1
KPOC,"Brackett Field",34.09315850,-117.78217446,2,1
KPOF,"Poplar Bluff Muni",36.7739345,-90.3248555,1,1
KPOU,"Poughkeepsie - Dutchess Co",41.6266005,-73.88433822,3,1
KPQI,"Northern Maine Rgnl At Presque Isle",46.68870775,-68.044263,2,1
KPQL,"Trent Lott Intl",30.462782,-88.529228,1,1
KPRC,"Prescott Ernest A. Love Field",34.65181000,-112.41921200,3,1
KPSB,"Mid State",40.884257,-78.0873465,2,1
KPSC,"Tri Cities",46.26005850,-119.11564844,3,1
KPSF,"Pittsfield Muni",42.42686225,-73.292681,2,1
KPSK,"New River Valley",37.137346,-80.6784835,1,1
KPSM,"Portsmouth Intl At Pease",43.08431223,-070.81881091,1,1
KPTK,"Oakland Co Intl",42.66274145,-083.41811196,4,1
KPTN,"Harry P Williams Mem",29.7108195,-91.3397125,1,1
KPTW,"Heritage Field",40.24172069,-075.55560357,1,1
KPUB,"Pueblo Mem",38.290566375,-104.495728625,4,2
KPUC,"Carbon Co",39.6135046666667,-110.7516285,3,1
KPUJ,"Paulding Northwest Atlanta",33.912043,-84.9406194,1,1
KPVC,"Provincetown Muni",42.07595800,-070.21797200,1,1
KPVD,"Theodore Francis Green State",41.72086381,-071.42431041,2,2
KPVU,"Provo Municipal",40.21899875,-111.72329375,2,1
KPWA,"Wiley Post",35.53471173,-97.647407865,4,1
KPWK,"Chicago Executive",42.114076,-87.9013535,3,1
KPWM,"Portland Intl Jetport",43.64740531,-070.30821576,2,1
KPWT,"Bremerton National",47.4902405,-122.764815,1,1
KPXE,"Perry Houston Co",32.510574,-83.7673455,1,1
KPYM,"Plymouth Muni",41.90859200,-070.73487900,2,1
KRAC,"John H Batten",42.76116475,-87.8140305,2,1
KRAL,"Riverside Muni",33.94980558,-117.43999039,2,1
KRAP,"Rapid City Rgnl",44.03662725,-103.05757348,2,1
KRBD,"Dallas Executive",32.67779677,-096.87161739,2,1
KRCA,"Ellsworth Afb",44.1453985,-103.1039345,1,2
KRDD,"Redding Muni",40.50894500,-122.30018600,2,1
KRDG,"Reading Rgnl Carl A Spaatz Fld",40.37565800,-075.96572700,2,2
KRDM,"Roberts Fld",44.25428800,-121.15853900,2,1
KRDR,"Grand Forks Afb",47.961279,-97.400811,1,2
KRDU,"Raleigh Durham Intl",35.88106371,-078.78587248,3,4
KRFD,"Chicago Rockford Intl",42.19530275,-89.09656475,2,2
KRGK,"Red Wing Rgnl",44.589354,-92.4849695,1,1
KRHI,"Rhinelander Oneida Co",45.6309413333333,-89.4644398333333,3,1
KRIC,"Richmond Intl",37.51349300,-077.33246600,3,2
KRIL,"Garfield Co Rgnl",39.52731300,-107.72694400,1,1
KRIV,"March Arb",33.89227346,-117.25198150,2,1
KRIW,"Riverton Rgnl",43.06154165,-108.45795064,2,1
KRKD,"Knox Co Rgnl",44.0602665,-69.099207,2,1
KRKS,"Rock Springs Sweetwater Co",41.59867367,-109.07287526,2,1
KRLD,"Richland",46.30563825,-119.30418475,2,1
KRME,"Griffiss International",43.2337985,-75.407033,1,2
KRMG,"Rome - Richard B Russel",34.350523,-85.1578208333333,3,1
KRMN,"Stafford Rgnl",38.398096,-77.455465,1,1
KRNC,"Warren Co Mem",35.6987,-85.8438205,1,1
KRND,"Randolph Afb",29.52302700,-098.28172300,2,4
KRNO,"Reno Tahoe Intl",39.49932242,-119.76297285,3,2
KROA,"Roanoke Rgnl Woodrum Field",37.32424104,-079.97903477,2,2
KROC,"Greater Rochester Intl",43.11424333,-077.67001819,3,2
KROG,"Rogers Muni Carter Fld",36.37052494,-094.11045177,1,1
KROW,"Roswell Intl Air Center",33.3022826666667,-104.531742666667,3,1
KRST,"Rochester Intl",43.907861665,-92.50008493,2,2
KRSW,"Southwest Florida Intl",26.53714800,-081.75887300,1,1
KRUQ,"Rowan Co",35.64123500,-080.51783800,1,1
KRUT,"Rutland State",43.5293805,-72.94958225,2,1
KRVL,"Mifflin Co",40.677376,-77.626826,1,1
KRVS,"Richard Lloyd Jones Jr",36.03955,-95.98448,3,1
KRWI,"Rocky Mount Wilson Rgnl",35.8562515,-77.891935,1,1
KRYM,"Ray S Miller Aaf",46.089421,-94.35967175,2,1
KRYN,"Ryan Fld",32.13949541,-111.17405444,3,1
KRYY,"Cobb Co Mc Collum Fld",34.013193,-84.597,1,1
KSAC,"Sacramento Executive",38.51377649,-121.49821853,3,1
KSAF,"Santa Fe Muni",35.61835100,-106.08460200,3,1
KSAN,"San Diego Intl",32.73660221,-117.18771687,1,2
KSAT,"San Antonio Intl",29.53598400,-098.47555500,3,2
KSAV,"Savannah Hilton Head Intl",32.13411700,-081.20964100,2,2
KSAW,"Sawyer Intl",46.35395100,-087.38962500,1,1
KSBA,"Santa Barbara Mun",34.43023100,-119.84567300,3,1
KSBD,"San Bernardino Intl",34.09726500,-117.24283100,1,1
KSBM,"Sheboygan Co Mem",43.7695858,-87.851797325,2,1
KSBN,"South Bend Rgnl",41.70832840,-086.31392790,3,1
KSBO,"Emanuel Co",32.6091315,-82.3699415,1,1
KSBP,"San Luis Co Rgnl",35.23816656,-120.63914927,2,1
KSBY,"Salisbury Ocean City Wicomico Rgnl",38.34238300,-075.51627800,2,1
KSCH,"Schenectady Co",42.8518171666667,-73.9285078333333,3,1
KSCK,"Stockton Metropolitan",37.89105714,-121.24134223,3,1
KSDF,"Louisville Intl Standiford Fld",38.15931100,-085.73039400,3,5
KSEA,"Seattle Tacoma Intl",47.45572596,-122.30139282,3,3
KSEE,"Gillespie Field",32.82522087,-116.97408827,3,1
KSEM,"Craig Fld",32.343946,-86.987804,1,1
KSER,"Freeman Muni",38.927052125,-85.910288875,4,1
KSFB,"Orlando Sanford",28.77579294,-081.23851108,4,3
KSFF,"Felts Fld",47.68059852,-117.31994578,3,1
KSFM,"Sanford Rgnl",43.3934413333333,-70.7100465,3,1
KSFO,"San Francisco Intl",37.61714303,-122.38327660,4,4
KSFZ,"North Central State",41.92029425,-71.4915035,2,1
KSGF,"Springfield Branson Natl",37.24559375,-93.38838675,2,2
KSGH,"Springfield Beckley Muni",39.8396465,-83.84072725,2,1
KSGJ,"St Augustine",29.95450833,-081.33565025,3,1
KSGR,"Sugar Land Rgnl",29.62497213,-095.65887204,1,1
KSGS,"South St Paul Muni Richard E Fleming",44.8571335,-93.0328515,1,1
KSGT,"Stuttgart Muni",34.59983825,-91.574616,2,1
KSHD,"Shenandoah Valley Regional",38.26336361,-078.89994409,1,1
KSHR,"Sheridan Co",44.77380062,-106.97069752,3,1
KSHV,"Shreveport Rgnl",32.4490981475,-93.8248977125,2,3
KSJC,"San Jose Norman Y Mineta Intl",37.35953800,-121.93193400,3,1
KSJT,"San Angelo Rgnl Mathis Fld",31.357972,-100.495862166667,3,1
KSKA,"Fairchild Afb",47.615057,-117.6557735,1,1
KSKF,"Lackland Afb Kelly Fld Annex",29.3842335,-98.5811165,1,2
